shop_id,listing_id,program_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,approval_rate,offer_score,recommend_score,currency,apply_url,page
58120,27659,65359,Mushroom Spawn Store,,ryespawnstore.myshopify.com,"Garden & Outdoors, Others",10% per order,14,100%,48.84,1.27,1.61,USD,https://af.uppromote.com/mushroomspawnstore/register,146
60830,13815,68616,Fem Curves,https://femcurves.com,femcurves.myshopify.com,Fashion,10% per order,1,99.15%,46.09,1.52,1.61,USD,https://af.uppromote.com/femcurves/register,146
60916,13845,68719,SexyHint,https://sexyhint.com,sexyhint.myshopify.com,"Fashion, Beauty & Health, Sports & Entertainment",15% per order,30,0%,95.24,1.32,1.61,USD,https://af.uppromote.com/sexyhint/register,146
61532,16329,69502,Psycho Sloth,https://psycho-sloth.myshopify.com,psycho-sloth.myshopify.com,"Beauty & Health, Sports & Entertainment, Grocery & Food",20% per order,30,100%,46.32,1.26,1.61,USD,https://af.uppromote.com/psychosloth/register,146
66258,15629,75322,Buzzagogo,https://buzzagogo.myshopify.com,buzzagogo.myshopify.com,"Beauty & Health, Mom & Kids",10% per order,30,18.75%,91.78,1.34,1.61,USD,https://af.uppromote.com/buzzagogo/register,146
71522,17349,81577,Dreambutdonotsleep,https://dreambutdonotsleep.myshopify.com,dreambutdonotsleep.myshopify.com,"Fashion, Jewelry & Accessories, Art",10% per order,30,61.54%,90.77,1.32,1.61,GBP,https://af.uppromote.com/dreambutdonotsleep/register,146
71533,17177,81590,SWOP - Shop Without Plastic,https://shop-without-plastic.com,shop-without-plastic.myshopify.com,"Beauty & Health, Home & Tools",10% per order,30,39.13%,85.94,1.34,1.61,USD,https://af.uppromote.com/shop-without-plastic/register,146
97834,23190,111455,Krissy King,https://krissyking.com,krissy-king.myshopify.com,"Fashion, Beauty & Health",10% per order,30,0%,47.63,1.2,1.61,USD,https://ambassador.krissyking.com/krissy-king/register,146
101503,30310,115358,Love Dolls 4U,https://little-gifts-online.myshopify.com,little-gifts-online.myshopify.com,Others,5% per order,30,No data yet,100,1.44,1.61,USD,https://af.uppromote.com/lovedolls4u/register,146
132227,38771,149644,SEDZ,,805fe4.myshopify.com,"Sports & Entertainment, Fashion",12.50% per order,30,No data yet,36.36,1.44,1.61,GBP,https://af.uppromote.com/805fe4/register,146
167236,36230,190178,21st Century Essential,,21stcenturyessential.myshopify.com,"Toys & Hobbies, Mom & Kids",10%-20% per order,30,100%,96.15,1.3,1.61,USD,https://af.uppromote.com/21stcenturyessential/register,146
171477,32700,195080,Santé Blends,,8034cf-4.myshopify.com,"Beauty & Health, Grocery & Food, Others",20% per order,30,100%,26.92,1.12,1.61,USD,https://af.uppromote.com/8034cf-4/register,146
199459,34894,228225,Talii,https://talii-5122.myshopify.com,talii-5122.myshopify.com,"Beauty & Health, Others, Home & Tools",10% per order,30,0%,25,1.2,1.61,CAD,https://af.uppromote.com/talii-5122/register,146
201482,35165,230875,Gunter Wilhelm Outlet,https://gunterwilhelmoutlet.com/,52edf0.myshopify.com,Home & Tools,10% per order,30,No data yet,15,1.44,1.61,USD,https://af.uppromote.com/52edf0/register,146
250299,37843,292700,PureRise ,,m14rfc-zp.myshopify.com,Health & Beauty,20% per order,30,No data yet,31.58,1.22,1.61,USD,https://af.uppromote.com/m14rfc-zp/register,146
46276,13995,51476,Tender Leaf Toys Canada,https://tenderleaftoys.ca,tender-leaf-toys-canada.myshopify.com,Toys & Hobbies,10% per order,30,50.91%,68.24,1.6,1.6,CAD,https://af.uppromote.com/tender-leaf-toys-canada/register,147
69084,16420,78626,Mother-ease Cloth Diapers,https://motherease.myshopify.com,motherease.myshopify.com,"Mom & Kids, Others",10% per order,90,No data yet,100,1.6,1.6,CAD,https://af.uppromote.com/motherease/register,147
86747,24705,99204,Soos Pets,https://soospets.myshopify.com,soospets.myshopify.com,Pet supplies,5% per order,60,0%,38.1,1.4,1.6,CAD,https://af.uppromote.com/soospets/register,147
94324,22507,107649,Victoria's Journals Canada,https://cachic-4507.myshopify.com,cachic-4507.myshopify.com,Others,10% per order,30,50%,100,1.27,1.59,CAD,https://af.uppromote.com/cachic-4507/register,147
102482,24203,116454,Born to Race Threads,https://borntoracethreads.myshopify.com,borntoracethreads.myshopify.com,"Fashion, Sports & Entertainment, Automobiles & Motorcycles",10% per order,30,100%,24.49,1.12,1.61,USD,https://af.uppromote.com/borntoracethreads/register,147
115344,26828,130697,HappyKido,https://thehappykido.myshopify.com,thehappykido.myshopify.com,"Toys & Hobbies, Mom & Kids",10% per order,30,No data yet,7.84,1.44,1.61,EUR,https://af.uppromote.com/thehappykido/register,147
144678,29719,164081,Chippopotamus,https://chippopotamus.myshopify.com,chippopotamus.myshopify.com,Fashion,15% per order,30,91.67%,67.57,1.37,1.59,USD,https://af.uppromote.com/chippopotamus/register,147
147319,30133,167275,KNKMiami,https://knkmiami.myshopify.com,knkmiami.myshopify.com,Sports & Entertainment,10% per order,30,97.5%,1.85,1.38,1.6,USD,https://af.uppromote.com/knkmiami/register,147
148592,30087,168875,KOH Gioielli,https://kohgioielli.com/,382337-2.myshopify.com,Jewelry & Accessories,15% per order,30,69.57%,13.33,1.5,1.6,EUR,https://af.uppromote.com/kohgioielli/register,147
158421,31207,180198,SteakStones UK Store,https://b770ab-cd.myshopify.com,b770ab-cd.myshopify.com,Home & Tools,10% per order,30,No data yet,6.38,1.4,1.6,GBP,https://af.uppromote.com/b770ab-cd/register,147
158920,31256,180763,Remo+,https://remoplus.co,remoplus.myshopify.com,"Electronics, Home & Tools",10% per order,30,No data yet,29.73,1.4,1.6,USD,https://af.uppromote.com/remoplus/register,147
164809,31903,187432,Weofly Global,https://518889-4f.myshopify.com,518889-4f.myshopify.com,"Others, Sports & Entertainment",15% per order,60,0%,91.18,1.42,1.59,USD,https://af.uppromote.com/518889-4f/register,147
172912,32886,196746,Vyu33Cards,https://e872b4-91.myshopify.com,e872b4-91.myshopify.com,Toys & Hobbies,5% per order,30,0%,67.65,1.42,1.59,USD,https://af.uppromote.com/e872b4-91/register,147
173853,33254,197895,base bikes,,e967f6-ed.myshopify.com,"Sports & Entertainment, Toys & Hobbies, Mom & Kids",8% per order,60,100%,12,1.25,1.6,AUD,https://af.uppromote.com/basebikes/register,147
176583,33307,201159,The Savage Compound,https://thesavagecompound.com,ee627f-01.myshopify.com,"Fashion, Sports & Entertainment",10% per order,30,47.62%,68.97,1.45,1.6,USD,https://af.uppromote.com/thesavagecompound/register,147
231278,36585,269168,VPO Performance,,x3nd2d-93.myshopify.com,Automobiles & Motorcycles,20% per order,30,0%,31.25,1.16,1.6,USD,https://partners.vpoperformance.com/x3nd2d-93/register,147
234182,36734,272835,That Blanket Co,,0qtkhc-xm.myshopify.com,Home & Garden,11% per order,30,No data yet,0,1.32,1.6,USD,https://af.uppromote.com/0qtkhc-xm/register,147
235372,36864,274340,Stealth Supplements • NZ,,stealth-supplement.myshopify.com,Health & Beauty,10% per order,60,No data yet,17.39,1.24,1.6,NZD,https://af.uppromote.com/stealth-supplement-nz/register,147
248969,37947,291075,GH Builders USA ,,wkaje9-17.myshopify.com,"Business & Industrial, Home & Garden",20% per order,30,No data yet,93.33,1.37,1.59,USD,https://af.uppromote.com/wkaje9-17/register,147
264906,39162,312791,MASKERT,,wc01zu-71.myshopify.com,Apparel & Accessories,10% per order,60,No data yet,0,1.32,1.6,USD,https://af.uppromote.com/maskert/register,147
9534,264,10241,Rena Roots™,https://www.renaroots.com/,rena-organics.myshopify.com,Beauty & Health,10% per order,30,100%,59.3,1.24,1.59,USD,https://af.uppromote.com/rena-organics/register,148
11655,37687,15036,GTCL ,,gtclife1.myshopify.com,"Beauty & Health, Retail & Consumer goods, Wellness & Lifestyle",25% per order,30,100%,100,1.15,1.59,SGD,https://af.uppromote.com/gtcl/register,148
12419,688,13428,Rockledge Designs LLC,,rockledge-designs.myshopify.com,Fashion,10% per order,30,100%,100,1.37,1.59,USD,https://af.uppromote.com/rockledge-designs/register,148
48013,9574,54688,Freedom Cosmetics,https://freedomcosmetics.co.uk,het-freedom.myshopify.com,"Beauty & Health, Mom & Kids, Others",25% per order,30,75%,70.97,1.15,1.59,GBP,https://af.uppromote.com/FreedomCosmetics/register,148
50475,10404,56361,Bergli,https://www.bergli.ch,bergli.myshopify.com,"Sports & Entertainment, Books, Gaming",20% per order,30,59.94%,28.89,1.59,1.59,CHF,https://af.uppromote.com/bergli/register,148
76223,18418,87364,Banner Recreation & Marine Online Store,https://bannerrec.shop,banner-rec.myshopify.com,Others,10% per order,30,No data yet,25.71,1.59,1.59,CAD,https://af.uppromote.com/myrydeonline/register,148
90721,21784,103573,Mama Gaïa,https://mammagaia.myshopify.com,mammagaia.myshopify.com,Home & Tools,20% per order,30,62.5%,45.24,1.49,1.59,EUR,https://af.uppromote.com/mamagaia/register,148
97930,29015,125467,LOHLA SPORT,https://lohla-sport.myshopify.com,lohla-sport.myshopify.com,"Fashion, Sports & Entertainment",20% per order,30,0%,20.93,1.42,1.59,USD,https://af.uppromote.com/lohla-sport/register,148
99632,23586,113403,Da Vinci Broom,https://da-vinci-broom.myshopify.com,da-vinci-broom.myshopify.com,Home & Tools,20% per order,30,0%,55.56,1.42,1.59,USD,https://af.uppromote.com/da-vinci-broom/register,148
107478,25833,122088,GritSlim,https://gritslim.myshopify.com,gritslim.myshopify.com,Others,10% per order,30,60.29%,97.17,1.42,1.59,USD,https://af.uppromote.com/gritslim/register,148
139277,29162,157724,Peak Health and Fitness,https://9a0a53-3.myshopify.com,9a0a53-3.myshopify.com,"Sports & Entertainment, Beauty & Health, Others",5% per order,30,100%,20.75,1.07,1.59,GBP,https://af.uppromote.com/PeakHealthandFitness/register,148
156897,31025,178504,TrainingBats.com,https://swaytee-baseball-softball.myshopify.com,swaytee-baseball-softball.myshopify.com,Sports & Entertainment,15% per order,30,No data yet,4,1.42,1.59,USD,https://af.uppromote.com/swaytee-baseball-softball/register,148
168028,32416,191093,Hyra Beauty,,hyrabeauty.myshopify.com,Beauty & Health,8% per order,30,No data yet,17.15,1.22,1.59,USD,https://af.uppromote.com/hyrabeauty/register,148
173244,32940,197169,✨shimmee✨,https://e49ce9-6a.myshopify.com,e49ce9-6a.myshopify.com,Beauty & Health,15% per order,30,No data yet,64.29,1.22,1.59,USD,https://af.uppromote.com/e49ce9-6a/register,148
189341,33977,215165,Vendome Living,https://6c9f4e-01.myshopify.com,6c9f4e-01.myshopify.com,"Home & Tools, Garden & Outdoors",15% per order,30,No data yet,77.78,1.46,1.59,AUD,https://af.uppromote.com/6c9f4e-01/register,148
204687,35348,235074,Dokkanni,https://f7e219-2.myshopify.com,f7e219-2.myshopify.com,"Fashion, Art, Others",20% per order,30,No data yet,70.59,1.22,1.59,EGP,https://af.uppromote.com/dokkanni/register,148
245674,37450,287032,Microsurf - Smart Fitness Accessories,,ujpp60-0r.myshopify.com,Health & Beauty,14% per order,30,No data yet,0,1.22,1.59,NGN,https://af.uppromote.com/ujpp60-0r/register,148
249592,38840,305492,Nume,,nutratele.myshopify.com,Wellness & Lifestyle,60% per order,30,No data yet,62.5,1.42,1.59,USD,https://af.uppromote.com/nume/register,148
253580,38107,296829,DiaperDerm,,diaperderm-cream.myshopify.com,Baby & Toddler,15% per order,30,No data yet,23.81,1.04,1.59,USD,https://af.uppromote.com/diaperderm/register,148
261060,38831,306515,ROOT,,dk6e5p-jb.myshopify.com,Health & Beauty,15% per order,30,No data yet,5.26,1.12,1.59,USD,https://af.uppromote.com/dk6e5p-jb/register,148
9969,440,10726,Vibe Jewelry,https://vibecollection.com,vibe-collection.myshopify.com,Jewelry & Accessories,2.50% per order,30,87.76%,44.08,1.55,1.58,USD,https://af.uppromote.com/vibe-jewelry/register,149
10694,392,11521,Last Light Apparel,https://lastlightapparel.com/,last-light-apparel.myshopify.com,"Fashion, Art, Others",10% per order,30,1.27%,44.29,1.32,1.58,USD,https://af.uppromote.com/lastlightapparel/register,149
21241,1966,22672,casanarco,https://casanarco.com,casanarco.myshopify.com,"Fashion, Home & Tools, Art",15% per order,30,40%,95.2,1.32,1.58,USD,https://af.uppromote.com/casanarco/register,149
25319,3398,27216,Aloha Pure Water,https://www.alohapurewater.com,aloha-pure-water.myshopify.com,"Beauty & Health, Home & Tools, Mom & Kids",10% per order,30,0%,11.67,1.32,1.58,USD,https://af.uppromote.com/aloha-pure-water/register,149
49272,10027,54980,Associated CBD,https://AssociatedCBD.co.uk,associated-cbd.myshopify.com,Beauty & Health,10% per order,30,No data yet,89.29,1.27,1.58,GBP,https://af.uppromote.com/associated-cbd/register,149
51892,10840,58001,Rebelle Chic,https://www.rebellechic.store/,rebelle-chic-fashion.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",8% per order,33,0%,89.09,1.32,1.58,USD,https://af.uppromote.com/rebellechic/register,149
60418,13671,68115,AACarPlay,https://aacarplay.com,aacarplay.myshopify.com,"Automobiles & Motorcycles, Electronics",10% per order,30,0%,89.87,1.32,1.58,USD,https://af.uppromote.com/aacarplay/register,149
61959,14292,70045,King's Jamaican,https://kings-jamaican.myshopify.com,kings-jamaican.myshopify.com,"Beauty & Health, Grocery & Food",10% per order,30,0%,82.98,1.2,1.58,USD,https://af.uppromote.com/kings-jamaican/register,149
63007,14607,71343,Gravity Razors,https://gravityrazors.com,gravity-razors.myshopify.com,Beauty & Health,10% per order,30,0%,38.61,1.32,1.58,USD,https://af.uppromote.com/gravity-razors/register,149
72153,17721,82398,MEGAVOLT ElectroCycles ,https://superflyelectrocycle.com,crossfire-trading.myshopify.com,"Sports & Entertainment, Automobiles & Motorcycles, Others",$225.00 per item,30,No data yet,98.51,1.25,1.58,USD,https://af.uppromote.com/Megavoltarmy/register,149
91208,21875,104100,Rug Styling,https://rugstyling.com/,eliko-jr.myshopify.com,Home & Tools,5% per order,30,No data yet,100,1.37,1.59,USD,https://af.uppromote.com/rugstyling/register,149
107544,25344,122157,evrbed,https://evrbed.myshopify.com,evrbed.myshopify.com,"Beauty & Health, Home & Tools, Others",10% per order,30,No data yet,58.97,1.2,1.58,CAD,https://af.uppromote.com/evrbed/register,149
112442,26761,127478,AnoaShop,,anoashop.myshopify.com,"Jewelry & Accessories, Fashion, Others",10% per order,1,94.98%,89.09,1.36,1.58,EUR,https://af.uppromote.com/anoashop/register,149
131481,39271,314456,Coursewe,,c53cee-2.myshopify.com,Books,50% per order,30,0%,82.61,1.5,1.58,TRY,https://panel.coursewe.com/c53cee-2/register,149
141884,29468,161338,UATOYS,https://c048e4-3.myshopify.com,c048e4-3.myshopify.com,"Toys & Hobbies, Mom & Kids",15% per order,30,No data yet,66.67,1.5,1.58,INR,https://af.uppromote.com/c048e4-3/register,149
149319,30168,169609,KOSAE,https://kosae.de,kosae.myshopify.com,"Jewelry & Accessories, Fashion, Art",10%-20% per order,30,No data yet,4.35,1.27,1.59,EUR,https://af.uppromote.com/kosae/register,149
163781,31780,186289,Orbitz TV,https://6e5158-17.myshopify.com,6e5158-17.myshopify.com,"Sports & Entertainment, Software & Digital products",$15.00 per order,30,No data yet,96.77,1.44,1.58,USD,https://af.uppromote.com/6e5158-17/register,149
164124,34836,186657,Herb Llama,https://herb-llama.myshopify.com,herb-llama.myshopify.com,"Beauty & Health, Grocery & Food",25% per order,30,0%,96.15,1.2,1.58,USD,https://af.uppromote.com/herb-llama/register,149
170986,32630,194505,Tonefest Guitar Gallery,https://tonefestguitargallery.myshopify.com,tonefestguitargallery.myshopify.com,Others,3% per order,30,No data yet,4.11,1.5,1.58,EUR,https://af.uppromote.com/tonefestguitargallery/register,149
257570,38480,302003,Purrrfect Protections,,6g59e7-w5.myshopify.com,Uncategorized,10% per order,30,No data yet,45.45,1.44,1.58,GBP,https://af.uppromote.com/6g59e7-w5/register,149
28892,3823,31391,Play Wiv Me,https://www.playwivme.com/,play-wiv-me.myshopify.com,Gaming,10% per order,30,75.66%,97.55,1.47,1.57,GBP,https://af.uppromote.com/play-wiv-me/register,150
34726,5588,37947,Perfect Holiday,https://shoperfectholiday.com/,trees-and-lights.myshopify.com,"Home & Tools, Garden & Outdoors, Others",10% per order,30,0%,97.14,1.57,1.57,USD,https://af.uppromote.com/shoperfectholiday/register,150
62305,14364,70450,Sheamakery,https://shea-shea-bakery.myshopify.com,shea-shea-bakery.myshopify.com,Beauty & Health,20% per order,30,91.3%,100,1.2,1.56,USD,https://af.uppromote.com/shea-shea-bakery/register,150
93206,22306,106388,Duvolle,https://duvolle.myshopify.com,duvolle.myshopify.com,Beauty & Health,15% per order,30,99.12%,41.58,1.12,1.57,USD,https://af.uppromote.com/duvolle/register,150
101171,23900,114995,Uniklook,,uniklookstore.myshopify.com,"Jewelry & Accessories, Pet supplies, Mom & Kids",10% per order,60,60%,92.68,1.27,1.56,CAD,https://af.uppromote.com/uniklook/register,150
104374,34621,118542,Bov Active,https://www-birdieapparel-ca.myshopify.com,www-birdieapparel-ca.myshopify.com,"Fashion, Sports & Entertainment",15% per order,30,0%,19.19,1.4,1.57,CAD,https://af.uppromote.com/www-birdieapparel-ca/register,150
104829,24713,119052,Olio Music & Art,https://olio-music-art.myshopify.com,olio-music-art.myshopify.com,"Art, Books, Others",10% per order,30,0%,22.22,1.1,1.57,USD,https://af.uppromote.com/olio/register,150
114473,26692,129705,Prairie Doctor Brand,https://prairiedoctorbrand.com,prairie-doctor-brand.myshopify.com,Beauty & Health,12% per order,30,0%,4.65,1.2,1.58,CAD,https://af.uppromote.com/prairie-doctor-brand/register,150
117955,27181,133741,CHOPSTICK STYLER US,https://chopstickstyler.myshopify.com,chopstickstyler.myshopify.com,"Beauty & Health, Fashion",10% per order,30,100%,25.53,1.07,1.57,USD,https://af.uppromote.com/chopstickstyler/register,150
120658,27380,136826,Walloro High End Wallcoverings & More,https://walloro.com/,5c95ce-2.myshopify.com,"Home & Tools, Others",$30.00 per item,30,No data yet,36.36,1.35,1.57,USD,https://af.uppromote.com/walloro/register,150
161564,31550,183807,Raw Brush,https://therawbrush.com,therawbrush.myshopify.com,Art,10% per order,60,No data yet,7.69,1.1,1.57,USD,https://af.uppromote.com/rawbrush/register,150
165633,31998,188377,Archery Warehouse,https://archerywarehouse.myshopify.com,archerywarehouse.myshopify.com,"Sports & Entertainment, Garden & Outdoors",8% per order,30,No data yet,5.45,1.35,1.57,USD,https://af.uppromote.com/archerywarehouse/register,150
171267,32673,194834,koelnistkool,https://koelnistkool.myshopify.com,koelnistkool.myshopify.com,"Fashion, Toys & Hobbies",10% per order,30,66.67%,8,1.44,1.57,EUR,https://af.uppromote.com/koelnistkool/register,150
176791,36793,201426,Awakening Aesthetics,,yahuahconnection.myshopify.com,"Art, Religion & Spirituality, Wellness & Lifestyle",20% per order,30,0%,88.24,1.1,1.57,CAD,https://af.uppromote.com/AwakeningRighteousness/register,150
201245,35106,230588,MYCL,https://u9hib0-j5.myshopify.com,u9hib0-j5.myshopify.com,Beauty & Health,10% per order,30,No data yet,0,1.19,1.57,USD,https://af.uppromote.com/u9hib0-j5/register,150
229597,36542,267710,H2o wineWater is a Sonoma crafted refreshment with 0.0 percent alcohol. It delivers the structure and taste of wine without e,,h2obubbles.myshopify.com,Wellness & Lifestyle,10% per order,30,60%,0,1.35,1.57,USD,https://affiliates.h2oseltzer.com/wineWater/register,150
236705,36876,275985,The Aesthetics Spa,,iiw9k8-hj.myshopify.com,Beauty & Health,15% per order,30,0%,88.89,1.17,1.57,USD,https://af.uppromote.com/iiw9k8-hj/register,150
243046,38701,283881,Napa Home & Garden,,5f1c59.myshopify.com,Home & Garden,10% per order,30,0%,8,1.4,1.57,USD,https://af.uppromote.com/napa/register,150
253383,38123,296582,Pandora Health,,7fe6a4-0e.myshopify.com,Health & Beauty,30% per order,30,No data yet,52.38,1.17,1.57,USD,https://af.uppromote.com/pandorahealth/register,150
264249,39111,311931,SKINOVA,,7hpvgw-hj.myshopify.com,Health & Beauty,R$10.00 per order,30,No data yet,25,1.24,1.57,BRL,https://af.uppromote.com/7hpvgw-hj/register,150
51969,10815,58090,Sweet Kitty Club,https://sweetkittyclub.com/,sweet-kitty-yoni-care.myshopify.com,Beauty & Health,10% per order,30,12.5%,100,1.3,1.56,USD,https://af.uppromote.com/sweet-kitty-club/register,151
57186,12639,64228,Smoky Mountain Beard Co.,https://www.smokymountainbeards.com/,smoky-mountain-beard-co.myshopify.com,Beauty & Health,5% per order,30,100%,77.42,1.22,1.56,USD,https://af.uppromote.com/smoky-mountain-beard-co/register,151
61842,14200,69898,PURITYFIC Vitamin Australia,https://purity-vitamin.myshopify.com,purity-vitamin.myshopify.com,"Beauty & Health, Grocery & Food, Mom & Kids",10% per order,30,0%,95.12,1.3,1.56,AUD,https://af.uppromote.com/purity-vitamin/register,151
63708,35504,72826,Callus Performance,https://callus-performance.myshopify.com,callus-performance.myshopify.com,Sports & Entertainment,15% per order,30,0%,100,1.42,1.56,USD,https://af.uppromote.com/callusperformance/register,151
72332,17336,82619,Mocsicka Party,https://www.mocsicka.com/,ibearphotography.myshopify.com,"Sports & Entertainment, Mom & Kids, Others",10% per order,30,0%,44.44,1.56,1.56,USD,https://af.uppromote.com/ibearphotography/register,151
73901,17906,84597,Bop Pop Pets,https://boppoppets.myshopify.com,boppoppets.myshopify.com,Pet supplies,10% per order,30,28.33%,53.49,1.5,1.56,USD,https://af.uppromote.com/boppoppets/register,151
90098,21680,102844,longlivhealth,https://longlivhealth.myshopify.com,longlivhealth.myshopify.com,Beauty & Health,10% per order,30,66.67%,57.14,1.15,1.56,USD,https://af.uppromote.com/longliv/register,151
104789,24706,119006,Twenty-Four Attire,https://twentyfour-attire.myshopify.com,twentyfour-attire.myshopify.com,"Fashion, Sports & Entertainment, Automobiles & Motorcycles",10.24% per order,30,87.5%,50,1.15,1.56,USD,https://af.uppromote.com/twentyfour-attire/register,151
153333,30569,174308,Gripsocks,https://gripsock-6075.myshopify.com,gripsock-6075.myshopify.com,Sports & Entertainment,20% per order,30,0%,77.08,1.39,1.56,CAD,https://af.uppromote.com/lovegripsocks/register,151
154687,31270,175904,Greener,https://greenerwear.eu/en-eu,greener-wear-shop.myshopify.com,Fashion,15% per order,30,100%,96.97,1.32,1.56,EUR,https://af.uppromote.com/greener-wear-shop/register,151
159272,31294,181168,Cozy Friends,https://cozy-friends-6669.myshopify.com,cozy-friends-6669.myshopify.com,"Toys & Hobbies, Beauty & Health",10% per order,30,No data yet,13.33,1.25,1.56,COP,https://af.uppromote.com/cozy-friends-6669/register,151
169748,32585,193142,Pearlita,https://pearlitafashion.com/,f4602e-b5.myshopify.com,Beauty & Health,€20.00 per order,60,No data yet,60,1.25,1.56,EUR,https://af.uppromote.com/pearlita/register,151
191651,34152,218002,Little Wonder Explorer,https://b605d9-4.myshopify.com,b605d9-4.myshopify.com,"Mom & Kids, Toys & Hobbies",10% per order,30,100%,77.78,1.22,1.56,AUD,https://af.uppromote.com/b605d9-4/register,151
197797,34703,226065,Latvian Candles,https://www.latviancandles.store,lejamsveces.myshopify.com,Toys & Hobbies,5% per order,30,0%,66.67,1.39,1.56,EUR,https://af.uppromote.com/lejamsveces/register,151
198092,34738,226414,Nonna Lab,https://nonnalab.com/,nonna-lab.myshopify.com,Beauty & Health,20% per order,30,0%,41.18,1.25,1.56,EUR,https://af.uppromote.com/nonna-lab/register,151
203126,35496,233062,Energy Rocks,https://energyrocks.store,vawze4-ze.myshopify.com,"Gaming, Home & Tools, Others",15% per order,30,0%,59.62,1.39,1.56,USD,https://af.uppromote.com/energyrocks/register,151
206058,35448,236814,Gender Reveal Surprise ,https://gender-fun.myshopify.com,gender-fun.myshopify.com,Mom & Kids,10% per order,30,No data yet,5.26,1.42,1.56,USD,https://af.uppromote.com/genderrevealsurprise/register,151
245200,37490,286512,Zero Bark & Beyond,,c4jpwi-sc.myshopify.com,Animals & Pet Supplies,10% per order,30,No data yet,9.09,1.42,1.56,USD,https://af.uppromote.com/c4jpwi-sc/register,151
248042,37640,289920,FT products ,,taatyt-rh.myshopify.com,Electronics,11% per order,30,No data yet,25,1.42,1.56,USD,https://af.uppromote.com/taatyt-rh/register,151
259772,38687,304826,Sosalwissal Collection,,bggbzx-ih.myshopify.com,Health & Beauty,50% per order,30,No data yet,0,1.2,1.56,EUR,https://af.uppromote.com/bggbzx-ih/register,151
10695,401,11522,Aotea Gifts Online,https://www.aoteanz.com/,aoteanz.myshopify.com,"Fashion, Beauty & Health, Others",10% per order,30,22.77%,60.69,1.27,1.55,NZD,https://af.uppromote.com/aoteanz/register,152
18089,4572,19371,QUOTATIUM,https://quotatium.com/,quotatium.myshopify.com,"Art, Others",15% per order,30,0%,80.49,1.3,1.56,USD,https://af.uppromote.com/quotatium/register,152
20293,3252,21676,Flè Solèy,https://FleSoley.com,fle-soley-oils.myshopify.com,Beauty & Health,11% per order,360,No data yet,81.82,1.29,1.55,USD,https://af.uppromote.com/fle-soley-oils/register,152
36045,5894,39447,VF Engineering ,https://vfengineering.com/,vf-engineering-store.myshopify.com,"Automobiles & Motorcycles, Software & Digital products",10% per order,30,No data yet,0.78,1.3,1.56,USD,https://af.uppromote.com/vf-engineering-store/register,152
46008,9040,51168,First Form Collectibles,https://www.firstformcollectibles.com,first-form-collectibles.myshopify.com,"Toys & Hobbies, Electronics, Gaming",8% per order,30,86.39%,75.14,1.52,1.55,USD,https://af.uppromote.com/first-form-collectibles/register,152
56193,12595,63050,Natural Red,https://www.naturalredessentials.com,natural-red-essentials.myshopify.com,Beauty & Health,15% per order,30,55.56%,96.76,1.3,1.56,USD,https://af.uppromote.com/natural-red-essentials/register,152
56378,15627,63275,Tollovid,https://tollovid.myshopify.com,tollovid.myshopify.com,Beauty & Health,20% per order,30,3.53%,99.79,1.3,1.56,USD,https://af.uppromote.com/tollovid/register,152
66462,15693,75538,Southampton Studios,https://southampton-studios.myshopify.com,southampton-studios.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",15% per order,30,No data yet,5.41,1.3,1.56,USD,https://af.uppromote.com/southampton-studios/register,152
66810,16121,75949,Rathlin Raw Premium Dog Food,https://www.rathlinraw.com/,rathlin-raw-premium-dog-food.myshopify.com,Pet supplies,3% per order,60,0%,65.85,1.49,1.55,GBP,https://af.uppromote.com/rathlin-raw-premium-dog-food/register,152
68599,16287,78084,DOTVOL,https://dotvolbra.myshopify.com,dotvolbra.myshopify.com,Fashion,10% per order,30,100%,86.44,1.27,1.56,USD,https://af.uppromote.com/dotvolbra/register,152
93523,22368,106733,ElevenLabs - Super Greens & Plant Protein Australia,https://elevenlabs.com.au,elevenlabs.myshopify.com,Beauty & Health,10% per order,30,No data yet,19.85,1.2,1.56,AUD,https://af.uppromote.com/elevenlabs/register,152
94788,22593,108159, Barekmor® Pet Foods,https://barekmorpetfoods.com/,barekmorpetfoods.myshopify.com,Pet supplies,15% per order,30,No data yet,100,1.37,1.56,GBP,https://af-partners.barekmorpetfoods.com/barekmor-pet-foods-UK/register,152
100948,23846,114746,NutriMagic USA,https://nutri-magic.com,nutri-magic.myshopify.com,"Beauty & Health, Grocery & Food, Mom & Kids",15% per order,30,66.67%,69.23,1.12,1.55,USD,https://af.uppromote.com/NutriMagic/register,152
109948,25827,124866,FreshGrip,https://freshgrip.co/,glovefresh.myshopify.com,"Sports & Entertainment, Toys & Hobbies, Others",15% per order,30,97.37%,57.33,1.41,1.61,GBP,https://af.uppromote.com/glovefresh/register,152
142204,29459,161260,Happy Little Kitty,https://happylittlekitty.com,happy-little-kitty.myshopify.com,"Fashion, Others, Computers & Office",10% per order,30,0%,95.65,1.34,1.55,USD,https://af.uppromote.com/happylittlekitty/register,152
150060,36982,170526,The Functional Mushroom Company,,tfmco.myshopify.com,Beauty & Health,30% per order,30,No data yet,15.38,1.19,1.55,GBP,https://af.uppromote.com/tfmco/register,152
