shop_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,payout_period,approval_rate,offer_score,recommend_score,avg_order_value,application_review,offer_status,program_id,mkp_listing_id,apply_url,hashtags,shop_plan
136009,KLARSKIN ,https://klarskin.com,klarskin.myshopify.com,Beauty & Health,15%-20% per order,30,72.96%,,9.46%,1.9300000000000002,2.59,62.85,manual,2,153913,28785,https://af.uppromote.com/klarskin/register,"[""""]",Professional
275140,KLEVA,https://feelkleva.com,7g0r0a-0d.myshopify.com,Health & Beauty,10% per order,30,No data yet,Paiements : Effectués automatiquement chaque mois via PayPal ou Virement Bancaire.,87.5%,,,24.97,manual,2,325690,39962,https://af.uppromote.com/feelkleva/register,"[""""]",growth_affiliate
168549,KLOSETTE,https://klosette.co.uk,8e4265-3d.myshopify.com,Fashion,10% per order,30,No data yet,,100%,0.85,0.94,29.97,manual,2,191714,32841,https://af.uppromote.com/8e4265-3d/register,"[""""]",Free
203465,KM ROYAL,https://vrupsb-0r.myshopify.com,vrupsb-0r.myshopify.com,Beauty & Health,10% per order,30,No data yet,,14.29%,1.09,,,manual,2,233524,35265,https://af.uppromote.com/vrupsb-0r/register,"[""""]",Professional
284811,KMP STYLES,https://kmpstyles.com,qnwvs2-t0.myshopify.com,Apparel & Accessories,15% per order,30,No data yet,30 days,100%,,,45.4,manual,2,338230,40542,https://af.uppromote.com/qnwvs2-t0/register,"[""""]",growth_affiliate
42759,KMarket Ph,https://kmarket.ph,kmarket-ph.myshopify.com,"Home & Tools, Grocery & Food",10% per order,30,0%,,96.08%,1.29,,,auto,2,47278,8001,https://af.uppromote.com/kmarket-ph/register,[],Free
147319,KNKMiami,https://knkmiami.com,knkmiami.myshopify.com,Sports & Entertainment,10% per order,30,97.5%,,1.89%,1.38,1.67,71.8,manual,2,167275,30133,https://af.uppromote.com/knkmiami/register,"[""#dancerlife"", ""#yogajourney"", ""#yogainspiration"", ""#yogaeveryday"", ""#dancestudio"", ""#yogapose"", ""#balanceandstrength"", ""#yogaaccessories"", ""#yogaprops"", ""#dancefitness"", ""#yogaequipment"", ""#yogainnovation"", ""#dancelife"", ""#yogalifestyle"", ""#yogagoals"", ""#danceinspiration""]",Free
28783,KNature Care,https://www.knaturecare.com,knaturecare.myshopify.com,Beauty & Health,10% per order,30,No data yet,,47.5%,0.82,0.98,0,manual,2,31277,4546,https://af.uppromote.com/knaturecare/register,[],Free
192897,KOBI SHOP ALPHA,https://zs0utj-u0.myshopify.com,zs0utj-u0.myshopify.com,Beauty & Health,10% per order,30,No data yet,,0%,0.92,,,manual,2,219606,34235,https://af.uppromote.com/zs0utj-u0/register,"[""""]",Free
249433,KOBRA BIKES,https://kobrabikes.nl,1nsn44-xa.myshopify.com,"Others, Retail & Consumer goods, Sports & Entertainment",10% per order,30,No data yet,30days,7.14%,1.1400000000000001,1.2,1652.17,manual,2,291627,38719,https://af.uppromote.com/kobrabikes/register,"[""""]",growth_affiliate
148592,KOH Gioielli,https://kohgioielli.com,382337-2.myshopify.com,Jewelry & Accessories,15% per order,30,69.57%,,15.38%,1.5,1.64,82.39,manual,2,168875,30087,https://af.uppromote.com/kohgioielli/register,"[""""]",Free
142423,KOHEEL,https://www.koheel.com,wanpos.myshopify.com,Beauty & Health,25% per order,30,0%,,100%,1.6400000000000001,2.15,44.4,auto,2,161507,34475,https://af.uppromote.com/wanpos/register,"[""#Dental Guard"", ""#Mouth Guard"", ""#Night Guard"", ""#Teeth Grinding"", ""#Teeth Straightener"", ""#Teeth Straightening""]",Free
40465,KOKO HARLEY,https://af.uppromote.com/koko-harley/register,koko-harley.myshopify.com,Fashion,15% per order,30,No data yet,,19.35%,1.22,1.22,218,manual,2,44652,7257,https://af.uppromote.com/koko-harley/register,[],Free
154462,KOOKi shop,https://kookishop.com,2be910.myshopify.com,Fashion,12% per order,30,No data yet,,6.67%,0.72,0.79,0,manual,2,175635,30711,https://af.uppromote.com/2be910/register,"[""#streetwear"", """", ""#designerbrand"", """", ""#designer"", """", ""#footwear"", """", ""#hypebeast"", """", ""#sneakers"", """", ""#sneaker"", """"]",Free
10332,KOORskin,https://koorskin.myshopify.com,koorskin.myshopify.com,Beauty & Health,10% per order,30,No data yet,,100%,0.87,1.04,0,auto,2,11129,369,https://af.uppromote.com/koorskin/register,[],Free
284414,KORAÏ,https://koraisatin.fr,pgr57k-ur.myshopify.com,"Health & Beauty, Apparel & Accessories",10% per order,30,No data yet,1er de chaque mois,100%,,,41.16,manual,2,337678,40680,https://af.uppromote.com/koraisatin/register,"[""""]",Professional
149319,KOSAE,https://www.kosae.de,kosae.myshopify.com,"Jewelry & Accessories, Fashion, Art",10%-20% per order,30,No data yet,,4.55%,1.27,1.61,49.59,manual,2,169609,30168,https://af.uppromote.com/kosae/register,"[""#fashionjewelry"", ""#fashion"", ""#jewelry"", ""#schmuck"", ""#schmuckdesign"", ""#madeingermany"", ""#lokalproduziert"", ""#ohrringe"", ""#earrings"", ""#filigranerschmuck"", ""#geometrischerschmuck"", ""#geometrischeohrringe"", ""#blaueohrringe"", ""#schwarzeohrringe"", ""#goldeneohrringe"", ""#roséschmuck"", ""#filigraneohrringe"", ""#nickelfreieohrringe"", ""#blauerschmuck"", ""#schwarzerschmuck"", ""#blackjewelry"", ""#bluejewelry""]",Free
171103,KOSHINE,https://www.koshinemall.com,e261c2-c3.myshopify.com,Beauty & Health,15% per order,30,No data yet,"Commissions are calculated at the end of each month and paid out accordingly. If commission tier calculations or accumulation issues delay payout, the amount will be carried over and issued with the following month’s payment.",97.7%,2.85,4.1,167.2,auto,2,194626,32664,https://af.uppromote.com/e261c2-c3/register,"[""#HairGrowth"", ""#HairRegrowth"", ""#ThinningHair"", ""#HairLossSolution"", ""#HealthyHair"", ""#ScalpCare"", ""#StrongerHair"", ""#HairRestoration"", ""#HairCareRoutine"", ""#NaturalHairGrowth"", ""#RegrowYourHair"", ""#ThickerHair"", ""#StopHairLoss"", ""#HairGrowthJourney"", ""#HairCareEssentials""]",Free
177338,KOUA,https://shopkoua.com,1anku6-uq.myshopify.com,"Fashion, Sports & Entertainment, Others",12% per order,30,100%,,26.83%,1.07,1.54,0,manual,2,202085,33375,https://af.uppromote.com/koua/register,"[""""]",Free
124898,KOUDA,https://kouda.us,xorio.myshopify.com,"Fashion, Art",5% per order,30,No data yet,,96.3%,1.05,1.39,0,manual,2,141621,28987,https://af.uppromote.com/Kouda/register,"[""""]",Free
279367,KOVA Athletic,https://kovaathletic.com,gtyqmb-h1.myshopify.com,"Wellness & Lifestyle, Fashion, Sports & Entertainment",15% per order,30,No data yet,Affiliate commissions are reviewed and paid monthly at the beginning of each month.,No data yet,,,150.95,manual,2,343926,40743,https://af.uppromote.com/gtyqmb-h1/register,"[""#activewear"", ""#fitness"", ""#gymwear"", ""#womensactivewear"", ""#running"", ""#hyrox"", ""#pilates"", ""#gym"", ""#australianactivewear"", ""#fitnessfashion"", ""#wellness"", ""#kovaathletic""]",growth_affiliate
36359,KOZE Health,https://kozehealth.com,koze-health.myshopify.com,Beauty & Health,20% per order,30,82.14%,,99.97%,2.56,3.17,212.6,auto,2,39816,6206,https://af.uppromote.com/koze-health/register,[],Professional
83555,KRS Graphix,https://krsgraphix.com,krs-graphix.myshopify.com,"Fashion, Sports & Entertainment",15% per order,30,25%,,21.05%,0.72,0.82,98.4,manual,2,95697,20177,https://af.uppromote.com/KRSgraphix/register,"[""""]",Free
37140,KRUVE,https://www.kruveinc.com/,rafino.myshopify.com,"Grocery & Food, Others, Toys & Hobbies",5% per order,30,89.2%,Every quarter.,11.3%,3.98,5.41,169.1,manual,2,266736,30944,https://af.uppromote.com/KRUVE/register,"[""#coffee"", ""#specialtycoffee"", ""#barista"", ""#latteart"", ""#espresso"", ""#latte"", ""#cafe""]",growth_affiliate
165914,KSA PATH,https://ksapath.com,96a4ce-63.myshopify.com,Books,20% per order,30,No data yet,,14.29%,0.95,,,manual,2,188692,32035,https://af.uppromote.com/96a4ce-63/register,"[""""]",Free
234435,KSC,https://www.kawaiislimecompany.com,kawaii-slime-company.myshopify.com,"Mom & Kids, Toys & Hobbies, Retail & Consumer goods",15% per order,30,0%,First week of the month,75.68%,2.52,3.64,30.1,manual,2,273135,36756,https://ambassadors.kawaiislimecompany.com/kawaii-slime-company/register,"[""#kawaiislime"", ""#kawaiislimecompany"", ""#slime"", ""#kawaii""]",Professional
62296,KTL,https://ktlcares.store,52swgs-fe.myshopify.com,Mom & Kids,10% per order,30,92.86%,,100%,1.32,1.37,183.1,manual,2,70439,14361,https://af.uppromote.com/kl101/register,[],growth_affiliate
133573,KUMO HOME,https://kumohomes.com,f1e179-2.myshopify.com,"Home & Tools, Garden & Outdoors, Others",15% per order,30,75%,Order payment within 30 days,74.55%,2.11,2.85,2113.8,manual,2,151120,28555,https://af.uppromote.com/Kumohome/register,"[""#accentchair"", ""#furniture"", ""#chairs"", ""#sofa"", ""#readingchair"", ""#armchair"", ""#dinningchair""]",Free
176330,KUSTOMISE,https://kustomise.com.au,sen-mu.myshopify.com,"Grocery & Food, Wellness & Lifestyle, Others",12% per order,30,No data yet,1st of each month,0%,0.67,0.72,0,manual,2,200848,36905,https://af.uppromote.com/Kustomise/register,"[""""]",Free
79340,KVRA SHOP,https://www.kvrashop.com,kvrastore-us.myshopify.com,"Fashion, Beauty & Health, Sports & Entertainment",15% per order,30,90%,,55.71%,1.32,,0,manual,2,90940,19174,https://af.uppromote.com/kvrastore-us/register,"[""#sports"", ""#BJJ"", ""#leggings"", ""#apperal""]",growth_affiliate
207348,KYYA,https://www.kyyachocolate.com,kyya.myshopify.com,"Grocery & Food, Mom & Kids",15% per order,30,83.24%,Bi-weekly ( every 14 days),77.6%,4.1,5.41,89.7,manual,2,238483,35931,https://af.uppromote.com/kyya/register,"[""#athomecoffee"", ""#coffeerecipes"", ""#coffeeathome"", ""#coffeedrink"", ""#lattes"", ""#kyyachocolate"", ""#drinkrecipes"", ""#drinksonabudget""]",Professional
64098,KZIP Fitness Accessories,https://shopkzip.com,kzip.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",10% per order,30,25%,,31.37%,0.9,1.08,0,manual,2,72645,14932,https://af.uppromote.com/kzip/register,[],Free
58256,KaLaya,https://kalaya.ca,kalaya-ca.myshopify.com,"Beauty & Health, Sports & Entertainment, Garden & Outdoors",25% per order,30,82.79%,,96.22%,2.7800000000000002,3.56,73.63,manual,2,65531,13061,https://af.uppromote.com/kalaya-ca/register,[],Professional
159381,Kaamras,https://kaamras.com,d95c66-2.myshopify.com,Others,15% per order,30,No data yet,,10%,0.67,,,manual,2,181297,31308,https://af.uppromote.com/kaamras/register,"[""""]",Free
94465,Kadan Swimwear the Label,https://kadanswimwearthelabel.com,kadan-swimwear-the-label.myshopify.com,Fashion,10% per order,30,No data yet,,100%,0.85,0.94,0,manual,2,107799,22538,https://af.uppromote.com/kadan-swimwear-the-label/register,"[""#kadanswimwear #beauty #boho #perfectbikini #bikinistore #summervibes #funinthesun #beachlife #bossbabe #femaleentrepreneur #handmadebikini #madeforgirlsbygirls #madeinusa #luxury #designerswimwear #ootd #beachlife #supportsmallbusiness #fashionicon #bikini #swimwear #sustainableswimwear #ecofriendly #miamibeach""]",Free
83220,Kahri by KahriAnne Kerr,https://www.kahri.com,kahrianne-kerr.myshopify.com,"Fashion, Art",10% per order,30,100%,1st of each month,75.68%,1.27,1.83,152.8,manual,2,95276,20090,https://af.uppromote.com/kahrianne-kerr/register,"[""""]",Free
66834,Kahuna Creations,https://kahunacreations.com,kahunacreations.myshopify.com,"Sports & Entertainment, Others",10% per order,30,88.32%,"We pay commission totals greater than $20.00 on the 1st and 15th of the month. If those days fall on a weekend or holiday, they will be paid the next business day. If the commission total is less than $20.00, we will pay on the 1st of the month.",51.96%,2.07,2.44,68.1,manual,2,75976,15827,https://af.uppromote.com/kahunacreations/register,"[""#kahunacreations"", ""#landpaddle"", ""#longboard"", ""#longboarding"", ""#landpaddling"", ""#aloha""]",Free
85319,Kaio-Dia ,https://kaio-dia.eu/collections,info-3905.myshopify.com,Beauty & Health,15% per order,30,90.5%,,73.55%,2.79,4.27,37.45,manual,2,97644,23000,https://team.kaio-dia.eu/kaio-dia/register,"[""""]",Professional
160255,Kaiserin,https://kaiserin.com.au,7f4591-21.myshopify.com,Beauty & Health,20% per order,30,No data yet,,75%,0.77,,81.54,manual,2,182239,31586,https://af.uppromote.com/kaiserin/register,"[""#beauty"", ""#skincare""]",Free
248053,Kala Art,https://kala-art.de,kala-art-shop.myshopify.com,Arts & Entertainment,5% per order,30,82.14%,15. jeden Monats,100%,2.42,3.17,65.17,manual,2,289932,37641,https://af.uppromote.com/kala-art-shop/register,"[""""]",Professional
50842,Kalaya Health,https://kalayahealth.com,kalaya-us.myshopify.com,"Beauty & Health, Sports & Entertainment, Grocery & Food",50% per order,30,100%,,94.51%,1.74,2.23,313.2,auto,2,56796,11601,https://af.uppromote.com/kalaya-us/register,[],Professional
79882,Kaleidoscope Living Shop,https://shopthekaleidoscope.com/,designer-trapped-shop.myshopify.com,"Home & Tools, Art",10% per order,30,99.16%,,45.22%,2.7199999999999998,3.37,91.7,manual,2,91543,19310,https://af.uppromote.com/designer-trapped-shop/register,[],growth_affiliate
172607,Kaleya Studio,https://kaleyastudio.com,6bce71-2.myshopify.com,Jewelry & Accessories,15% per order,30,No data yet,,11.11%,0.7,0.78,34.26,manual,2,196382,35084,https://af.uppromote.com/ambassador-portal/register,"[""""]",Free
39097,Kamaleya ,https://kamaleya.com,kamaleya.myshopify.com,Grocery & Food,10% per order,30,15.98%,,48%,0.8,,0,manual,2,43049,6774,https://af.uppromote.com/Kamaleya/register,[],Free
237544,Kameo Sleep,https://www.kameosleep.nl,kameosleep.myshopify.com,Furniture,20% per order,30,0%,Every last Friday of the month. Please note that payouts are made once the return period has expired.,54.22%,2.43,2.7,678.95,manual,2,277051,36945,https://af.uppromote.com/kameosleep/register,"[""#kameosleep"", ""#aanpasbaarmatras"", ""#kameoflex"", ""#matras"", ""#goedslapen"", ""#aanpasbaarkussen""]",Professional
98904,Kami Company,https://kamipowder.com,kamipowder.myshopify.com,Beauty & Health,20% per order,30,100%,,78.08%,1.5699999999999998,2.23,19.3,manual,2,112588,23405,https://af.uppromote.com/kamipowder/register,"[""""]",Free
180649,KamiZone,https://kamizone.eu,856fcc.myshopify.com,"Toys & Hobbies, Gaming, Art",10% per order,10,31.43%,,98.97%,2.21,3.01,551.57,manual,2,205945,33696,https://af.uppromote.com/kamizone/register,"[""""]",Free
119948,Kampo Station,https://kampostation.com,kampo-station.myshopify.com,"Beauty & Health, Grocery & Food",5% per order,30,0%,,55.56%,0.97,1.28,19751.9,manual,2,136026,27312,https://af.uppromote.com/kampo-station/register,"[""""]",Free
254951,Kanade tokyo fountain pen shop,https://kanade-tokyo.com,kanade-tokyo-fountain-pen-shop.myshopify.com,Office Supplies,12% per order,30,No data yet,30 days after the sale is verified,100%,1.27,1.5,0,manual,2,298535,38238,https://af.uppromote.com/kanade-tokyo/register,"[""#fountainpen"", ""#stationery"", ""#officesupplies"", ""#writinginstruments"", ""#handmadeinjapan"", ""#japanesecraftsmanship"", ""#luxurygift"", ""#sustainable"", ""#ecofriendly"", ""#wabisabi""]",growth_affiliate
41983,KanazawaKnives,https://kanazawaknives.com,kanazawaknives.myshopify.com,"Home & Tools, Garden & Outdoors, Grocery & Food",20% per order,30,0%,,65.38%,0.87,,,manual,2,46402,7732,https://af.uppromote.com/kanazawaknives/register,[],Free
92360,Kander & King,https://kanderandking.com,kander-king.myshopify.com,"Beauty & Health, Home & Tools",10% per order,30,No data yet,,12.5%,0.7,,,manual,2,105422,22145,https://af.uppromote.com/kanderandking/register,"[""#zerowastelifestle"", "" #sustainableliving"", ""#ecofriendlyliving""]",Free
10738,Kapeka,https://kapeka.co.nz,kapeka.myshopify.com,Fashion,10% per order,30,No data yet,,13.21%,0.94,0.94,384.22,manual,2,11563,612,https://af.uppromote.com/kapeka/register,[],Free
200772,Kapiva UK,https://www.shopkapiva.co.uk/products/kapiva-himalaya-shilajit-30-grms,62b2fe-6f.myshopify.com,Beauty & Health,20% per order,30,No data yet,,18.75%,1,1.36,23.38,manual,2,229948,35026,https://af.uppromote.com/62b2fe-6f/register,"[""""]",growth_affiliate
86928,KarGlow,https://karglow.com,karglow-6667.myshopify.com,Automobiles & Motorcycles,20% per order,30,12.5%,,90.54%,1.12,1.34,0,auto,2,99370,21046,https://af.uppromote.com/karglow/register,[],Free
43218,Kara Hub,https://karahub.com,kara-hub.myshopify.com,Fashion,10% per order,30,11.54%,,100%,1.2,,0,auto,2,47846,8531,https://af.uppromote.com/kara-hub/register,[],Free
181158,Karina's Beauty Bar,https://karinasbeautybar.com,karinas-beauty-bar.myshopify.com,"Beauty & Health, Others",10% per order,30,13.89%,,72.22%,1.7,2.43,80.3,manual,2,206483,33742,https://af.uppromote.com/karinas-beauty-bar/register,"[""""]",Free
157923,Karizman,https://karizman.com,0ee4ed-2.myshopify.com,Beauty & Health,12% per order,30,No data yet,,9.09%,0.67,,,manual,2,179629,31148,https://af.uppromote.com/0ee4ed-2/register,"[""""]",Free
47730,Karla Tobie,https://everythingkarla.com,shop-karlas-kloset.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",20% per order,30,0%,,83.48%,0.92,1.1,52.3,manual,2,53201,9487,https://af.uppromote.com/EverythingKarla/register,[],Free
114289,Karma Cat,https://dharmadogkarmacat.com,9d0abc.myshopify.com,Pet supplies,10% per order,30,0%,,23.08%,0.82,0.9,67.6,manual,2,129503,27021,https://af.uppromote.com/9d0abc/register,"[""""]",Free
223735,Karma and Luck,https://www.karmaandluck.com,karma-and-luck-development.myshopify.com,"Fashion, Jewelry & Accessories, Others",10% per order,30,0%,1st of each month,33.33%,2.3,3.4,180,manual,2,259448,38720,https://affiliates.karmaandluck.com/karma-and-luck-development/register,"[""#karmaandluck"", ""#spiritualjewelry"", ""#evileye"", ""#giftwithmeaning"", ""#positiveenergy"", ""#shopnow""]",Professional
59660,Karuna Skin,https://karunaskin.com,karuna-skin.myshopify.com,"Fashion, Beauty & Health",10% per order,30,49.47%,,39.62%,2.7199999999999998,3.32,51.6,manual,2,67245,13394,https://af.uppromote.com/karuna-skin/register,[],Professional
237256,Karvo,https://karvocarbon.com,wed151-0a.myshopify.com,Vehicles & Parts,5% per order,7,0%,1st of each month,67.44%,1.76,2.04,737.1,manual,2,276693,36922,https://af.uppromote.com/karvo/register,"[""""]",growth_affiliate
111704,Kash Kouture,https://kashkouture.com,kash-kouture-5267.myshopify.com,Fashion,10% per order,30,No data yet,,42.86%,0.72,0.79,0,manual,2,126676,26185,https://af.uppromote.com/kash-kouture-5267/register,"[""""]",Free
51679,Kasheer Royalty,https://kasheerroyalty.com,kasheer-royalty.myshopify.com,Fashion,10% per order,30,No data yet,,2.63%,0.75,0.75,54.7,manual,2,57772,10730,https://af.uppromote.com/kasheer-royalty/register,[],Free
55044,Kasih Co-op,https://www.kasihcoop.com,kasihco.myshopify.com,"Fashion, Home & Tools",10% per order,30,50%,Quarterly,6%,2.58,3.04,81.8,manual,2,61644,11787,https://af.uppromote.com/kasihcoop/register,"[""""]",Free
162346,Kate Ryan Skincare,https://www.kateryanskincare.com,kate-ryan-skincare.myshopify.com,Beauty & Health,10% per order,90,71.43%,,31.43%,1.52,2.1,81.8,manual,2,184703,31893,https://af.uppromote.com/kate-ryan-skincare/register,"[""#skincare"", ""#skincareaffiliate"", ""#cleanbeauty"", ""#beautyinfluencer"", ""#skincarelovers"", ""#passiveincome""]",Free
247203,Kater Kasimir,https://kasimir.shop,da4541.myshopify.com,Animals & Pet Supplies,10% per order,30,0%,Quartalsweise ab mind. 50€ Commission,51.61%,,,23.33,manual,2,288934,40127,https://af.uppromote.com/katerkasimir/register,"[""""]",growth_affiliate
175235,Kathyco,https://kathyco.shop,ab8cb2-eb.myshopify.com,"Fashion, Jewelry & Accessories",$10.00 per order,30,No data yet,,27.27%,0.75,,0,manual,2,199528,33145,https://af.uppromote.com/ab8cb2-eb/register,"[""""]",Free
149681,Kati Fitness,https://www.katifitness.com,fa7805-2.myshopify.com,"Sports & Entertainment, Beauty & Health",20% per order,30,No data yet,,18.18%,1.07,,,manual,2,170057,30203,https://af.uppromote.com/Kati/register,"[""""]",Free
175065,Katie's Bumpers,https://katiesbumpers.com,katies-bumpers.myshopify.com,Pet supplies,10% per order,60,0%,,39.13%,0.99,1.09,38.9,manual,2,199324,33127,https://af.uppromote.com/katies-bumpers/register,"[""""]",Free
9186,Katya Komarova,https://katyakomarova.com,katya-komarova.myshopify.com,Fashion,10% per order,30,0%,,28.89%,0.82,0.82,161.81,manual,2,9856,13100,https://af.uppromote.com/katya-komarova/register,[],Free
71376,Katziela,https://katziela.com,katziela.myshopify.com,Pet supplies,10% per order,30,82.14%,30Days After delivery,13.92%,2.82,3.58,160.4,manual,2,81387,17072,https://af.uppromote.com/katziela/register,"[""""]",growth_affiliate
154174,Kawaco,https://kawaco.co.uk,cfde1f-7c.myshopify.com,Beauty & Health,10% per order,30,No data yet,,68.57%,0.9,,,manual,2,175305,30695,https://af.uppromote.com/cfde1f-7c/register,"[""#Jbeauty"", ""#skincare"", ""#japaneseskincare"", ""#japan"", ""#beauty"", ""#health"", ""#cosmetics"", ""#selfcare"", ""#selflove"", ""#skincareambassador"", ""#beautylovers"", ""#skincarecommunity"", ""#beautyenthusiast"", ""#beautyblogger""]",Free
59258,Kawaiiso,https://www.kawaiiso.com,kawaiisoshop.myshopify.com,Toys & Hobbies,20% per order,30,No data yet,,25%,,,,manual,2,66763,13236,https://af.uppromote.com/kawaiisoshop/register,[],Free
191705,Kaya KoCo,https://kayakoco.com,60ceff-a9.myshopify.com,Beauty & Health,15% per order,30,33.33%,,75%,1.1,1.55,17.1,manual,2,218071,34692,https://af.uppromote.com/60ceff-a9/register,"[""""]",Professional
170779,KcWool,https://kcwool.com,3ace88-ca.myshopify.com,Fashion,15% per order,30,0%,,56.25%,0.87,0.99,0,manual,2,194278,32695,https://af.uppromote.com/kcwool/register,"[""#winter"", ""#winterfashion"", ""#coldactivities"", ""#wool"", ""#woolsocks""]",Free
72486,Keen Beauty Co,https://keenbeautyco.com,keenbeautyco.myshopify.com,Beauty & Health,10% per order,30,No data yet,,7.14%,0.77,0.92,0,manual,2,82839,17391,https://af.uppromote.com/keenbeautyco/register,[],Free
102219,Keep Going Today,https://0a7092.myshopify.com,0a7092.myshopify.com,Others,25% per order,30,No data yet,,17.65%,0.7,0.77,0,manual,2,116145,25113,https://af.uppromote.com/KeepGoingToday/register,"[""#positive"", "" #affirmations"", ""#KeepGoing"", ""#motivation"", ""#caretaker"", ""#patient""]",Free
90611,Keep It In  The Black,https://keepitintheblack.golf,keepitintheblack.myshopify.com,Sports & Entertainment,10% per order,30,50%,,79.17%,0.8,0.88,0,manual,2,103461,21774,https://af.uppromote.com/keepitintheblack/register,"[""""]",Free
149353,Keep Sewing Memories,https://keepsewingmemories.co.uk,keep-sewing-memories.myshopify.com,"Home & Tools, Art",15% per order,30,No data yet,,15.38%,0.67,0.87,34.04,manual,2,169655,30162,https://af.uppromote.com/keep-sewing-memories/register,"[""""]",Free
67899,KeepinITDolce Official ,https://keepinitdolce.shop/collections,keepinitdolce-official.myshopify.com,"Fashion, Sports & Entertainment, Art",25% per order,30,No data yet,,33.33%,0.85,1.02,0,manual,2,77265,16087,https://af.uppromote.com/keepinitdolce-official/register,[],Free
288152,Keezy’s Fashion,https://keezywear.shop,v1wpz0-rx.myshopify.com,Apparel & Accessories,10% per order,30,No data yet,1st of each month,66.67%,,,49.8,auto,2,342517,40710,https://af.uppromote.com/v1wpz0-rx/register,"[""""]",growth_affiliate
177144,KeikoStore,https://keikostore.net,e25d17-37.myshopify.com,Fashion,10% per order,30,No data yet,,100%,0.85,,,manual,2,201846,33352,https://af.uppromote.com/keikostore/register,"[""""]",Free
89056,Kejiwa Alchemy,https://kejiwastore.com,kejiwa-alchemy.myshopify.com,"Beauty & Health, Religion & Spirituality, Wellness & Lifestyle",15% per order,30,28.57%,End of each month if over $40,86.11%,1.62,2.2,87.5,manual,2,101690,36847,https://af.uppromote.com/kejiwa-alchemy/register,"[""#bottledblessings"", ""#alchemy"", ""#@ormus""]",Free
25807,KellyMack.Co,https://kellymack.co,sweet-lemon-berries.myshopify.com,"Fashion, Jewelry & Accessories",18% per order,30,0%,,64%,0.85,,,manual,2,27834,2992,https://af.uppromote.com/sweet-lemon-berries/register,[],Free
90959,KenJo Sabers,https://kenjosabers.com,kenjo-sabers.myshopify.com,"Toys & Hobbies, Electronics, Gaming",1% per order,30,72.36%,,27.78%,2.42,2.93,239.52,manual,2,105617,22188,https://collab.kenjosabers.com/kenjosabers/register,"[""#lightsaber"", ""#starwars""]",Professional
173672,Kenike,https://kenike.myshopify.com,kenike.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",10% per order,30,No data yet,,95.45%,1.07,1.5,37.44,manual,2,197696,33064,https://af.uppromote.com/kenike/register,"[""""]",Free
287933,Kenkyu Labs,https://kenkyu-labs.myshopify.com,tc1vkk-qg.myshopify.com,Vehicles & Parts,18% per order,180,No data yet,the end of each month,No data yet,,,0,manual,2,342252,40714,https://af.uppromote.com/tc1vkk-qg/register,"[""#orixflexmatrix"", ""#orixnexusshell"", ""#orixceramiccoating""]",growth_affiliate
112212,KenzieJade,https://www.kenziejade.com,dfaed2.myshopify.com,"Jewelry & Accessories, Beauty & Health, Fashion",10% per order,30,No data yet,,9.09%,0.65,,0,manual,2,127223,26272,https://af.uppromote.com/dfaed2/register,"[""""]",Free
198287,Kerf Case,https://kerfcase.com,kerf-case.myshopify.com,"Phone & Telecommunication, Fashion",7% per order,30,No data yet,,2.63%,1.37,1.59,105.6,manual,2,226676,34756,https://af.uppromote.com/kerf-case/register,"[""""]",Free
173762,Keswigs,https://www.keswigs.com,aa1c7b-4c.myshopify.com,Beauty & Health,10% per order,30,0%,,61.36%,1.78,2.51,936.1,manual,2,197790,33722,https://af.uppromote.com/keswigs/register,"[""""]",Free
24583,Keto Munch Bites,https://ketomunch.co.uk,keto-munch-bites.myshopify.com,Grocery & Food,3% per order,30,85.19%,,95.21%,1.88,2.01,41.95,auto,2,26239,2840,https://af.uppromote.com/keto-munch-bites/register,[],Free
70055,Kev's Cookies,https://kevscookies.com,kevs-cookies.myshopify.com,"Sports & Entertainment, Grocery & Food",10% per order,30,No data yet,,55.56%,1.1400000000000001,,,manual,2,79831,16720,https://af.uppromote.com/kevs-cookies/register,"[""""]",Free
226,KewbzUK,https://ukspeedcubes.co.uk,rubikcubesuk.myshopify.com,"Sports & Entertainment, Toys & Hobbies, Gaming",2%-5% per order,30,7.15%,,0%,1.95,1.95,39.88,manual,2,261,343,https://af.uppromote.com/KewbzUK/register,[],Free Plan
268026,Key-Trade Trading Keyboards,https://key-trade.net,aj7huc-in.myshopify.com,"Electronics, Hardware, Uncategorized",5% per order,30,No data yet,2-5 days.,100%,,,93.08,auto,2,316711,39754,https://af.uppromote.com/key-trade/register,"[""#trading"", ""#scalper"", ""#metatrader"", ""#ctrader"", ""#tradingview"", ""#keyboards""]",growth_affiliate
110159,Keydous,https://keydous.store,0f847d.myshopify.com,"Electronics, Computers & Office, Gaming",5% per order,30,86.5%,,17.48%,1.98,2.55,130.1,manual,2,159149,30105,https://af.uppromote.com/keydous/register,"[""#mechanicalkeyboard"", ""#customkeyboard""]",growth_affiliate
175526,Keyword Discount ,https://keyworddiscount.com,042f76-53.myshopify.com,"Pet supplies, Fashion, Home & Tools",10% per order,30,No data yet,,20%,,,,manual,2,199902,33194,https://af.uppromote.com/042f76-53/register,"[""""]",Free
